,clean_text,positif,negatif,sentimen
10,jakarta wakil gubernur dki jakarta ahmad riza patria tingkat isi tidur bed occupancy rate bor rumah sakit rujuk covid jakarta turun isi tidur isolasi persen isi ruang icu persen angka isi tidur turun persen icu turun persen riza wartawan alam turun riza warga rumah patuh protokol sehat covid utama anakanak lansia rentan papar virus corona mohon dukung partisipasi kontribusi masyarakat dukung rumah kenan rumah anakanak orang tua riza riza ppkm level suai atur makan warung makan pkl riza laku usaha patuh atur tanggung hadap prokes covid unit pkl rumah makan lainlain laksana protokol sehat disiplin ketat tanggung berita bor rs rujuk corona dki besar persen kemarin riza masyarakat laksana protokol sehat ketat rumah butuh desak gubernur anies baswedan ribu pasien covid jalan rawat covid ribu jalan isolasi mandiri rumah masingmasing perhati data data saksi orang jakarta jalan isolasi mandiri anies wartawan anies beber ribu pasien rawat rumah sakit tangan covid jakarta ruang isolasi icu pasien rawat wisma atlet tonton video corona ri juli mati pasien sembuh gambasvideo detik idnidn bed occupancy rate bor isi tidur wagub dki jakarta ahmad riza patria,0.143646408839779,0.1270718232044199,1
11,jakarta satgas covid sorot covid pulau jawa bal provinsi diwantiwanti lengah lihat provinsi non jawabali nyata implementasi ppkm darurat ppkm level besar persen besar persen bicara satgas tangan covid wiku adisasmito konferensi pers siar youtube bnpb baca ppkm darurat turun kesembuhankematian wiku lantas provinsi kontribusi covid pulau jawabali provinsi kalimantan timur sumatera utara riau ntt sulawesi selatan kontribusi kalimantan timur besar sumut riau ntt sulsel wiku dasar fakta bijak ppkm darurat hingga ppkm level efektif kendali laku tak hasil lihat kembang ambil buah ajar prinsip ppkm level rupa bijak laku perintah kendali efektif kendali laku hasil lihat baca kades tangerang ngadu satgas warga kena hoax vaksin mati wiku mewantiwanti provinsi jawa bal lengah awas tingkat langgar tindak turun gubernur provinsi non jawabali utama provinsi sumbang lengah laku tangan covid laku awas prokes tindak langgar turun susul kembang pulau jawabali wiku tonton video corona ri juli mati pasien sembuh gambasvideo detik maaimk covid corona virus corona satgas tangan covid,0.16455696202531644,0.06962025316455696,1
12,bekas video seleb tiktok juyy putri gelar pesta ulang ppkm viral media sosial pesta ulang gelar buah hotel kawasan kota bekas juyy putri gelar pesta ulang ulang raya undang teman buah hotel bintang kota bekas dasar video edar seleb tiktok juyy putri kena gaun warna pink lihat masuk ballroom hotel setting pesta ulang tema pink lihat tamu undang hadir juyy putri lihat pakai masker baca pelat mobil langgar atur selebgram herlin kenza sanksi tilang video undang kritik netizen pesta ulang disebutsebut gelar ppkm kasatpol pp bekas kota abi hurairah abi tegur panggil manajemen hotel kait viralnya giat perintah kabid gakda tegur manajemen nama hotel abi konfirmasi abi laku usut kait duga langgar ppkm laku juyy putri satpol pp bekas sanksi baca herlin kenza sangka kerumun pandemi aceh tak tahan dwiamea juyy putri seleb tiktok juyy putri seleb tiktok pesta ultah ppkm level satpol pp bekas kota bekas,0.013605442176870748,0.17687074829931973,0
13,serang dasar data satgas covid banten konfirmasi positif rawat isolasi mandiri isoman total isoman sebar daerah kota banten kota serang serang satusatunya daerah sedia isolasi ppkm darurat hingga ppkm level kota tangerang sedia isolasi mandiri hingga daerah terap ppkm level zona merah pemkot tangerang sedia isolasi rumah isolasi konsentrasi lokasi puskesmas panunggangan barat tidur jurumudi tidur sudimara pinang tidur manis jaya tidur batusari tidur gebang raya tidur dinsos tidur baca kota banten tak sedia isoman ppkm kabupaten tangerang tidur konsentrasi hotel yasmin kabupaten pandeglang pkpri majasri kapasitas tidur tangsel kawasan tani padu tidur cilegon hotel trans kapasitas tidur kabupaten lebak gedung rsi h madali kapasitas tidur kota serang kabupaten serang dasar informasi akun satgas covid banten sedia isolasi mandiri pasien isolasi butuh isolasi daerahdaerah hubung call center dinkes provinsi banten nomor pemprov banten rencana sedia isolasi rusun margaluyu kasemen kota serang rusun sedia pasien kabupaten serang kota serang hingga rencana wujud lonjak ppkm darurat ganti ppkm level kabupaten serang kota serang isolasi rusun margaluyu camat kasemen butuh fasilitas pemprov kadinkes banten ati pramudji hastuti baca target ribu orang vaksinasi pandeglang persen bribbn isoman banten isoman isolasi mandiri covid virus corona banten birojabar,0.07291666666666667,0.109375,0
14,jakarta perintah laku batas giat masyarakat ppkm level wilayah tanah air menteri hubung direktorat jenderal hubung laut terbit atur kait jalan orang negeri transportasi laut atur laku juli direktur jenderal hubung laut r agus h purnomo atur tuang surat edar menteri hubung no laksana jalan orang negeri transportasi laut pandemi corona virus disease covid jalan ketua tugas covid nomor jalan orang negeri pandemi corona virus disease covid tumpang kapal laut laku jalan danatau labuh wilayah terap ppkm level danatau level wajib kartu vaksin minimal dosis agus siar pers laku jalan wajib milik surat terang negatif tes rtpcr sampel ambil kurun maksimal x jam negatif rapid test antigen x jam calon tumpang belumtidak laku vaksin alas medis lampir surat terang dokter spesialis laku jalan wilayah terap ppkm level level wajib kartu vaksin baca syarat jalan orang wilayah ppkm level wajib kantong surat terang negatif tes rtpcr sampel ambil kurun maksimal x jam negatif rapid test antigen x jam laku jalan lintas wilayah terap ppkm level beda wajib penuh syarat wilayah terap ppkm level agus syarat laku tumpang kapal laut laku jalan wilayah rintis daerah tp layar batas laksana dasar bijak sesuai kondisi daerah masingmasing tumpang kapal laut usia batas agus protokol sehat laku jalan wajib patuh tumpang awak kapal masker wajib laku tutup hidung mulut jenis masker laku jalan masker kain minimal lapis masker medis tumpang kenan bicara telepon langsung jalan kenan makan minum jalan jalan jam individu wajib mengkonsumsi obat rangka obat laku bahaya selamat sehat orang baca ppkm level simak jadwal krl besok syarat kildas ppkm level ppkm ppkm level jalan laut kapal,0.056818181818181816,0.0946969696969697,0
15,batu ribu pegawai hotel kota batu paksa rumah ppkm darurat putus paksa laku hotel pilih henti operasi ketua himpun hotel restoran indonesia phri kota batu sujud hariadi hotel anggota phri kota batu kerja ribu orang ppkm kerja rumah putus okupansi hotel turun drastis terang sujud wartawan sujud upaya ringan beban ribu karyawan rumah laku persen bantu pemkot batu kerja catat warga kota batu sis bantu hibah dinas pariwisata kota batu ktpnya kota batu sujud kelola taman rekreasi selecta hak kerja rumah sujud bijak masingmasing hotel lihat finansial gaji penuh gaji paruh gantung finansial hotel beber sujud baca idi jatim dokter terima insentif tangan covid sujud ppkm upaya perintah tangan sebar covid bawa dampak besar laku wisata kota batu pilih henti operasional hotel hotel kota batu tutup ppkm lumayan dampak besar laku wisata kota batu utama hotel destinasi tutup hotel persen anggota phri kota batu pilih tutup operasional alas tutup sujud hotel alam rugi besar okupansi kamar milik rugi besar rugi tutup operasional buka huni okupansi rendah pilih tutup operasional rugi besar hotel gabung phri kota batu sesuai kamar fasilitas milik sujud merinci hotel bintang kamar biaya operasional capai ratus juta operasional hotel bintang operasional capai miliar rupiah gambar bintang kamar operasional capai ratus juta ratus kamar bintang tembus miliar rupiah isi room rugi beber phri kota batu harap laju sebar virus covid kendali kondisi normal fatfat taman rekreasi batu hotel batu ppkm darurat ppkm darurat phri batu covid birojatim,0.100418410041841,0.08786610878661087,1
16,jakarta satgas tangan covid kembang laksana bijak ppkm darurat hingga ppkm level covid catat cenderung turun sembuh tingkat mati tingkat lihat dampak implementasi bijak ppkm darurat tanggal juli ppkm level level tanggal juli evaluasi dampak hadap bicara satgas tangan covid wiku adisasmito konferensi pers siar youtube bnpb baca kades tangerang ngadu satgas warga kena hoax vaksin mati wiku ubah terap bijak ppkm aktif hingga sembuh alam lihat tingkat nasional aktif positivity rate sembuh alam periode ppkm level tingkat ppkm darurat dasar data wiku aktif ppkm darurat besar persen turun ppkm level persen positivity rate alam turun persen persen tak wiku turun kembang sembuh tingkat turun periode ppkm darurat capai periode ppkm level tekan sembuh tingkat ppkm darurat tingkat ppkm darurat tingkat ppkm level baca cuapcuap milik warteg langgan durasi makan menit wiku sayang lantar mati akibat covid alam tingkat perintah laku upaya turun mati sayang mati laksana ppkm level alam tingkat ppkm darurat mati besar tingkat ppkm darurat tingkat ppkm level ppkm level salah laku tingkat upaya turun mati maksimal maaimk ppkm level ppkm level ppkm ppkm darurat satgas tangan covid covid,0.04945054945054945,0.07692307692307693,0
17,serang wacana rusun margaluyu kota serang isolasi wujud selagi ppkm pemprov banten pemkot serang lempar tanggung wacana rusun isolasi mandiri bahas covid tingkat hingga bijak ppkm darurat ppkm level kota serang hingga rusun baca mentan tani serang banten manfaat kur tani pantau detikcom rusun letak camat kasemen tower tower warga tower kosong rusun lantai kamar urus rusun nama kuryadi tower pemkot serang isolasi mandiri tahan rusun biar kosong puluh henti pasien pulang sembuh kuryadi lokasi warga dengar ppkm darurat lonjak covod tower isolasi mandiri jabat dinkes kota serang banten periksa rencana wujud baca target ribu orang vaksinasi pandeglang persen rusun isolasi warga khawatir tolak takut warga interaksi pasien rusun milik fasilitas lumayan lengkap kamar ukur x sedia kasur kipas angin sulit fasilitas air air beli beli air galon kuryadi fasilitas isolasi bahas kadinkes banten ati pramudji hastuti total orang tinggal isolasi mandiri lapor tanggal juli pemprov tak sedia regulator tanggung isolasi serah kabupaten kota kabupaten serang kota serang isolasi rusun margaluyu camat kasemen butuh fasilitas pemprov ati bribbn isoman isoman isoman serang covid pemkot serang serang banten birojabar,0.10674157303370786,0.12359550561797752,0
18,kudus asosiasi usaha indonesia apindo kabupaten kudus jawa sektor usaha dampak ppkm level sektor rokok dampak pandemi covid dampak rokok lihat pekerjapekerjanya libur dampak rokok dampak angka persentase dampak imbas ppkm level ketua apindo kabupaten kudus bambang sumadyono wartawan temu lepas acara vaksinasi kompleks menara kudus bambang dampak pandemi hindar usaha kota kretek usaha kudus dampak pandemi covid ppkm level agustus pandemi hindar pandemi nasional usaha usaha kait langgan langgan dampak otomatis cash flow usaha bambang baca ppkm level agustus dampak industri bambang usaha apindo rumah karyawan merinci karyawan rumah pandemi langsung usaha gabung apindo lapor rumah karyawan apindo karyawan rumah apindo rumah lihat industri besar ppkm darurat ppkm level rupa langkah putus sebar virus corona bambang dorong penuh vaksinasi masyarakat kerja penuh ppkm vaksinasi tuju putus mata rantai hadap laku putus mata rantai pikir kudus persen masyarakat vaksin total persen ukur persen putus mata rantai sebar virus corona laksana vaksinasi efektif selenggara masingmasing usaha orang vaksin makan isu lainlain puskesmas ambil tindak bambang bambang apindo kabupaten kudus bantu vaksinasi dosis total vaksinasi dosis vaksinasi masyarakat kudus baca perintah ketat atur ppkm level kawasan industri respons produsen rokok ppkm langsung klik halaman halaman ppkm ppkm level produsen rokok birojatengdiy,0.1306532663316583,0.15577889447236182,0
19,jakarta wali kota bogor bima arya tinjau operasional pasar bogor pantau terap protokol sehat giat masyarakat pasar tinjau direktur utama perumda pasar jaya muzakkir bima toko sosialisasi atur ppkm level kait operasional pasar atur instruksi mendagri nomor pasar rakyat jual barang non butuh seharihari operasi kapasitas maksimal persen jam operasional wib bima dagang paham kena atur terap protokol sehat awas laku ppkm ubah pasar tradisional non bahan pokok lihat paham jam operasional jam wib titip jaga protokol sehat bima kutip terang tulis baca bima arya bor pasien covid bogor persen khusus icu persen kunjung pasar bogor bima lihat warga jual emas hias simpul fenomena tanda masyarakat alam ekonomi arti warga sulit hasil hilang jual hias perhati kucur bantu papar pantau sosialisasi atur bima belanja toko bima beli lengkap sekolah seragam tas warga temu blusukan foto dok pemkot bogor pasar bogor bima keliling wilayah pelosok kawasan mulyaharja bogor selatan bima arya damping camat bogor selatan hidayatulloh lurah mulyaharja indra permana bantu rupa sembako lengkap sekolah warga kampung lembur sawah butuh pesan camat lurah warga tinggal warga perhati turun bantu program perintah sedia logistik posko silah salur bima baca ppkm level ganjil genap bogor baku jam bima jajal makan warung pecel lele bilang tanah real coba terap atur makan maksimal menit habis makan lahap cepat bima arya coba makan warung pecel lele jalan dadali tanah sareal terap lapang utama makan maksimal menit atur instruksi mendagri giat makanminum warung makanwarteg dagang kaki lapak jajan jenis izin buka protokol sehat ketat wib maksimal kunjung makan orang makan maksimal menit siang sahur imsak sisa menit mudah praktik awas risiko tular makan pilih bawa pulang pesan makan aman cetus bima aknega pemkot bogor bima arya ppkm,0.14642857142857144,0.09285714285714286,1
20,jakarta sumbang covid nilai triliun sorot sumbang keluarga usaha aceh nama akidi tio tangan pandemi sumatera selatan dana fantastis diserahterimakan kapolda sumatera selatan sumsel irjen eko indra heri ruang rekonfu polda sumsel giat hadir gubernur sumsel herman deru danrem garuda dempo gapo brigjen tni jauhari agus suraji kadinkes provinsi sumsel lesty nurainy jabat utama polda sumsel detikcom rangkum fakta baca daftar bantu perintah ppkm level simak amanah almarhum akidi tio dana besar rp triliun rupa amanah almarhum usaha nama akidi tio hal dokter keluarga wakil keluarga usaha prof dr hardi darmawan almarhumah orang anak sukses bantu polda sumsel eko kenal almarhum keluarga hardi keluarga almarhum usaha akidi tio sumbang dana rp triliun bantu tangan covid sumatera selatan foto dok istimewa sumbang covid rp triliun tangan covid hardi harap bantu manfaat warga sumsel tangan covid alam tingkat realisasi sumbang sepenuh serah polda sumsel butuh vaksinasi rawat pasien covid butuh oksigen kapolda sumsel kenal donatur tugas aceh bantu tanggulang covid khusus warga dampak ppkm dana salah orang keluarga kenal tugas aceh bantu warga sumsel dampak covid irjen eko indra baca cerita dokter keluarga akidi tio ogah sumbang rp t dipublish bentuk tim khusus kelola sumbang covid rp triliun irjen eko bantu terima rupa amanah berat eko dana komunikasi cepat salur masyarakat tanggung salur niat keluarga almarhum akidi tio masyarakat patuh prosedur hukum irjen eko irjen eko tim khusus kelola sumbang gandeng polda sumsel dinas sehat provinsi sumsel proses salur sasar sesuai harap keluarga almarhum akidi tio ikan warga hak terima gubernur sumatera selatan sumsel herman deru apresiasi keluarga usaha akidi tio hibah besar rp triliun tangan covid wilayah bangga keluarga almarhum akidi tio peduli hadap tangan covid sumsel herman kutip situs resmi pemprov sumsel halaman sumbang covid triliun akidi tio usaha sumbang rp triliun sumsel palembang corona covid hibah corona usaha tajir biromedan,0.15614617940199335,0.12956810631229235,1
21,lumajang suhu udara kaki gunung seru turun derajat celcius hingga pagi akibat tanam daun tanah selimut embun tempel beku bunga es frost flowers pantau detikcom muka tanah kaki gunung seru embun beku suhu udara derajat celcius matahari terbit wib embun es cair fenomena embun es suhu udara kawasan ranupane turun drastis suhu udara capai derajat celcius kabid cegah kesiapsiagaan logistik bpbd lumajang wawan had siswoyo detikcom tak desa ranupane embun es kawasan ranu kumbolo ranu regulo gunung seru baca embun es selimut kaki gunung seru fenomena muncul desa ranupane ranu regulo ranu kumbolo wawan tugas bpbd imbau warga pakai pakai tebal sarung tangan hindar dingin embun es jaga sehat tubuh embun es imbau warga pakai pakai tebal dingin pungkas wawan gunung seru hingga status waspada level ii jalur daki gunung seru hingga tutup atur ppkm darurat laku fatfat gunung seru embun es fenomena embun es seru embun es seru bpbd lumajang birojatim,0.046052631578947366,0.10526315789473684,0
22,jakarta polres jaksel tangkap orang lakilaki perempuan laku palsu surat swab pcr surat terang swab pcr palsu laku jalan kena batas ppkm hingga lamar kerja selidik satreskrim polres jaksel hadap akun media sosial salah akun facebook polisi buah akun tawar jasa surat swab pcr tes selidik alamat akun bukti sertifikat pcr proses cetak kertas tes kapolres jakarta selatan kombes azis andriansyah wartawan polres jaksel jl wijaya i kebayoran jakarta selatan polisi tangkap sangka j id laku tiru format surat terang swab pcr fasilitas sehat bekal identitas mohon laku cetak format dasar format milik fasilitas lab rumah sakit rumah sakit negeri laku pasang tarif rp ribu sembar surat terang hasil swab pcr palsu baca agen tiket pesawat jual surat swab pcr palsu raup untung rp juta laku operasi april april cetak surat swab pcr palsu tinggal rp ribu rp juta laku tangkap kawasan lawa kebayoran jaksel polisi jaring laku mudah untung sembar kertas rp ribu baca jual tiket pesawat plus pcr palsu agen travel jakarta tangkap laku jalan azis pesan surat swab palsu laku jalan laku mobilitas wilayah aglomerasi daerah beli laku jalan batas pergi kota mudik terang kerja polisi terang beli surat swab pcr laku polisi koordinasi rumah sakit nama catut palsu sangka jerat pasal kuhp palsu surat ancam hukum baca fakta palsu swab pcr bandara halim perdanakusuma meamea palsu palsu swab pcr swab pcr palsu swab pcr ppkm jakarta polres jakarta selatan,0.06437768240343347,0.09871244635193133,0
