,tanggal,penulis,judul,isi berita,lokasi,link berita
396,"Minggu, 25 Jul 2021 19:54 WIB",Herdi Alif Al Hikam - detikFinance,Jokowi Wanti-wanti Varian Corona yang Lebih Menular,"Jakarta - Presiden Joko Widodo meminta seluruh lapisan masyarakat tetap waspada terhadap kemungkinan perkembangan varian baru virus Corona. Sebelumnya, virus varian Delta telah membuat seluruh dunia ketar ketir karena lonjakan penyebaran yang sangat cepat. Jokowi meminta semua masyarakat tetap waspada terhadap varian-varian baru yang mungkin akan muncul dan lebih menular. Dia juga memerintahkan jajarannya untuk meningkatkan testing dan tracing di tengah masyarakat. ""Kita harus waspada, ada kemungkinan dunia akan menghadapi varian yang lebih menular, maka saya perintahkan testing tracing harus ditingkatkan lebih tinggi,"" ungkap Jokowi dalam konferensi pers virtual, Minggu (25/7/2021). Dia juga meminta penanganan kesehatan alias treatment dalam merespons virus Corona di fasilitas kesehatan ditingkatkan agar dapat menekan laju penularan dan meningkatkan angka kesembuhan. Baca juga: Jokowi Minta Semua Waspada Kemungkinan Varian Corona yang Lebih Menular ""Penerapan protokol kesehatan ketat, dan peningkatan testing, tracing, treatment jadi pilar penting penanganan pandemi ke depannya,"" kata Jokowi. Mantan Gubernur DKI Jakarta ini juga menyatakan sudah meminta kementerian terkait untuk melakukan langkah maksimal dalam pembagian obat-obatan, vitamin, hingga suplemen ke masyarakat. ""Saya sudah minta Menteri terkait melakukan langkah semaksimal mungkin untuk membagikan vitamin, suplemen, kepada masyarakat. Lalu, memberikan dukungan obat-obatan dan konsultasi dokter terhadap isolasi mandiri. Serta dukungan pengobatan di rumah sakit,"" ungkap Jokowi. Jokowi mengatakan pemerintah juga akan berupaya untuk menekan angka kematian karena virus COVID-19. Peningkatan kapasitas rumah sakit hingga ketersediaan oksigen akan dikebut. ""Untuk daerah yang memiliki angka kematian tinggi, peningkatan kapasitas rumah sakit, tempat isolasi terpusat, dan ketersediaan oksigen perlu ditingkatkan,"" papar Jokowi. Baca juga: Jokowi Lanjutkan PPKM Level 4, Ini Sektor yang Dilonggarkan (hal/zlf) jokowi virus corona ppkm level 4 varian delta ppkm darurat",Jakarta,https://finance.detik.com/berita-ekonomi-bisnis/d-5656383/jokowi-wanti-wanti-varian-corona-yang-lebih-menular
397,"Minggu, 25 Jul 2021 19:54 WIB",Ardian Fanani - detikNews,Kades-Anggota DPRD Banyuwangi Pelanggar PPKM Darurat Akan Disanksi Tegas,"Banyuwangi - Polresta Banyuwangi masih memeriksa Syamsul Arifin, oknum anggota DPRD dari Partai Persatuan Pembangunan ( PPP ), usai kegiatan hajatan pernikahan anaknya yang viral. Sebelumnya, Kades Temuguruh Asmuni, juga melakukan pelanggaran PPKM Darurat karena menggelar hajatan anaknya. Akankah penegakan hukum untuk kedua pejabat yang melakukan pelanggaran PPKM itu? Kasatreskrim Polresta Banyuwangi, AKP Mustijat Priyambodo menegaskan, saat ini pihaknya tengah melakukan penyelidikan terkait kasus dugaan pelanggaran PPKM yang dilakukan Syamsul Arifin, oknum anggota DPRD Banyuwangi dari Partai PPP. Hari ini, pihaknya sudah memanggil Satgas COVID-19 Kecamatan Kalibaru, selaku pihak yang bertanggung jawab atas penegakan aturan PPKM di kecamatan tersebut. ""Terkait itu, kita lakukan penyelidikan untuk memberikan kepastian hukum. Pada intinya, setiap pelanggaran PPKM kita tindak tegas sesuai dengan hukum yang berlaku,"" kata Mustijat kepada wartawan, Minggu (25/7/2021). Baca juga: Jokowi Lanjutkan PPKM Level 4, Ini Sektor yang Dilonggarkan Menurut Mustijat, pelanggaran PPKM yang dilakulan oknum anggota dewan tersebut sama dengan kasus yang menjerat Kades Temuguruh di awal pemberlakukan PPKM Darurat . Keduanya pun terancam terjerat pasal tindak pidana ringan (tipiring) atas pelanggaran PPKM yang mereka lakukan. ""Soalnya itu kan, yang Temuguruh dibarengin rencananya. Iya (tipiring) dua-duanya. Yang jelas dari Polresta akan memberikan tindakan tegas. Nanti hasil pemeriksaan seperti apa akan kita sampaikan,"" tutupnya. Sebelumnya, video hajatan yang digelar Syamsul Arifin, wakil rakyat asal Kecamatan Kalibaru tersebar luas di sejumlah grup WhatsApps (WA). Tampak dalam rekaman itu, sejumlah undangan duduk berhimpitan di bawah tenda resepsi pernikahan sambil mengenakan masker. Alunan musik pun terdengar hajatan yang digelar hari Sabtu, (24/7/2021) tersebut. Hal ini menjadi preseden buruk di tengah upaya pemerintah memutus mata rantai penularan COVID-19 . (fat/fat) hajatan viral video viral anggota dprd banyuwangi ppkm darurat ppkm darurat diperpanjang birojatim ppp",Banyuwangi,https://news.detik.com/berita-jawa-timur/d-5656381/kades-anggota-dprd-banyuwangi-pelanggar-ppkm-darurat-akan-disanksi-tegas
398,"Minggu, 25 Jul 2021 19:39 WIB",Tim Detikcom - detikNews,Jokowi: Angka Kematian COVID-19 Harus Ditekan Semaksimal Mungkin!,"Jakarta - Presiden Joko Widodo ( Jokowi ) meminta angka kematian akibat corona ditekan secara maksimal. Jokowi menyoroti angka kematian akibat COVID-19 di Indonesia yang terjadi peningkatan. ""Angka kematian harus ditekan semaksimal mungkin,"" kata Jokowi dalam konferensi pers disiarkan di YouTube Sekretariat Presiden, Minggu (25/7/2021). Selain itu, Jokowi memerintahkan bagi daerah yang memiliki angka kematian yang tinggi untuk meningkatkan kapasitas rumah sakit dan tempat isolasi pasien COVID-19 serta meningkatkan stok oksigen di RS atau bagi yang sedang menjalani isolasi mandiri. Baca juga: Ratusan Meninggal Saat Isoman COVID-19, Sleman Libatkan Mahasiswa Kedokteran ""Untuk daerah-daerah yang memiliki angka kematian yang tinggi peningkatan kapasitas rumah sakit, isolasi terpusat, dan juga ketersediaan oksigen perlu ditingkatkan segera,"" ungkapnya. Selain itu Jokowi meminta para menteri gencar memberikan vitamin dan obat-obatan bagi warga yang sedang melakukan isolasi mandiri dan warga yang sedang mendapat perawatan di RS. Jokowi juga meminta pemerintah daerah menggencarkan testing untuk mendeteksi warga yang positif Corona. ""Kita harus selalu waspada ada kemungkinan dunia akan menghadapi varian lain yang lebih menular, oleh karena itu saya perintahkan testing , tracing bisa ditingkatkan lebih tinggi dan respons treatment yang cepat untuk menekan laju penularan dan meningkatkan angka kesembuhan,"" ujarnya. Baca juga: Beragam Faktor Angka Kematian COVID-19 Meningkat Sepekan Terakhir Sebelumnya, kasus kematian COVID-19 meningkat tajam dalam sepekan terakhir. Menko Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengungkap beragam faktor yang melatarbelakanginya. ""Dari hasil penelitian tim di lapangan, angka kematian meningkat karena beberapa faktor: kapasitas RS yang sudah penuh, pasien yang ketika datang saturasinya sudah buruk, serta meninggal karena tidak terpantau ketika melakukan isolasi mandiri di rumah,"" kata Luhut dalam dalam keterangannya, Sabtu (24/7/2021). Baca juga: Jokowi Lanjutkan PPKM Level 4, Ada Pelonggaran untuk Usaha Kecil Luhut juga menyebut rata-rata pasien yang meninggal menderita komorbid belum menerima vaksinasi. Atas hal itu, Luhut meminta ada upaya intervensi terkait sejumlah faktor tersebut. ""Setelah memahami faktor-faktor ini, kita harus melakukan intervensi untuk mengurangi angka kematian secara cepat,"" ucapnya. (yld/knv) jokowi presiden jokowi ppkm ppkm level 4 ppkm darurat pandemi corona pandemi covid-19 kematian covid-19 kematian corona lonjakan kasus covid-19 virus corona covid-19",Jakarta,https://news.detik.com/berita/d-5656368/jokowi-angka-kematian-covid-19-harus-ditekan-semaksimal-mungkin
399,"Minggu, 25 Jul 2021 19:38 WIB",Tim detikcom - detikNews,Jokowi: Waspada Kemungkinan Varian COVID-19 Lain yang Lebih Menular,"Jakarta - Presiden Joko Widodo ( Jokowi ) mengumumkan PPKM level 4 diperpanjang hingga tanggal 2 Agustus 2021 mendatang. Jokowi meminta masyarakat selalu waspada terhadap segala kemungkinan varian baru Covid-19 yang bisa lebih menular. ""Kita harus selalu waspada, ada kemungkinan dunia akan menghadapi varian lain yang lebih menular,"" kata Jokowi dalam konferensi pers disiarkan di YouTube Sekretariat Presiden, Minggu (25/7/2021). Baca juga: PPKM Level 4 Dilanjutkan, Jokowi Minta Vitamin-Suplemen Dibagikan Maksimal Jokowi memerintahkan para menteri dan pejabat terkait untuk meningkatkan testing dan tracing. Dia menyebut testing dan tracing juga harus direspons dengan treatment yang cepat agar laju penularan Covid-19 dapat ditekan dan angka kesembuhan juga meningkat. ""Penerapan protokol kesehatan yang ketat serta peningkatan testing, tracing, dan treatment akan menjadi pilar utama penanganan Covid-19 ke depannya,"" ucap Jokowi. Dia meminta agar masyarakat harus selalu memakai masker dan menjaga jarak. Jokowi ingin seluruh komponen bangsa bersatu melawan pandemi Covid-19 di Tanah Air, ""Dengan usaha keras kita bersama, Insyaallah kita segera bisa terbebas dari Covid-19, dan kegiatan sosial ekonomi masyarakat bisa kembali normal,"" pungkasnya. Baca juga: PPKM Level 4 Dilonggarkan, Waktu Makan di Warung Makan 20 Menit (fas/knv) presiden joko widodo presiden jokowi ppkm ppkm jawa bali covid-19",Jakarta,https://news.detik.com/berita/d-5656366/jokowi-waspada-kemungkinan-varian-covid-19-lain-yang-lebih-menular
400,"Minggu, 25 Jul 2021 19:37 WIB",Tim detikcom - detikNews,Lengkap! Ini Daftar Usaha Kecil yang Kena Penyesuaian PPKM Level 4,"Jakarta - Presiden Joko Widodo (Jokowi) memutuskan melonggarkan aturan PPKM level 4 untuk sejumlah usaha kecil. Ini daftar lengkap usaha kecil yang dilonggarkan Presiden Jokowi. Pengumuman perpanjangan PPKM level 4 dengan sejumlah relaksasi disampaikan Presiden Jokowi dalam siaran YouTube, Minggu (25/7/2021). Jokowi mulanya menjelaskan aturan bagi pasar rakyat yang tak hanya menjual sembako. ""Pasar rakyat yang menjual sembako sehari-hari diperbolehkan untuk buka seperti biasa dengan protokol kesehatan yang ketat. Dan pasar rakyat yang menjual selain kebutuhan pokok sehari-hari bisa buka dengan kapasitas maksimum 50 persen sampai dengan pukul 15.00 WIB, di mana pengaturan lebih lanjut dilakukan oleh pemerintah daerah,"" kata Jokowi. Baca juga: Jokowi Lanjutkan PPKM Level 4, Ada Pelonggaran untuk Usaha Kecil Jokowi kemudian memaparkan aturan bagi pedagang kaki lima, pangkas rambut hingga usaha kecil lain dalam PPKM level 4 kali ini. Usaha-usaha kecil ini diizinkan buka dengan protokol kesehatan ketat hingga jam tertentu. ""Pedagang kaki lima, toko kelontong, agen atau outlet voucher , pangkas rambut, laundry , pedagang asongan, bengkel kecil, cucian kendaraan, dan usaha-usaha kecil lain yang sejenis diizinkan buka dengan protokol kesehatan yang ketat sampai dengan pukul 21.00 WIB yang peraturan teknisnya diatur pemerintah daerah,"" kata Jokowi. Yang paling beda ialah aturan bagi warung makan. Untuk diketahui, PPKM level 4 sebelumnya atau yang berlaku pada Selasa hingga Minggu ini, warung makan hingga restoran tak boleh membuka fasilitas dine in, melainkan hanya bisa take away . Baca juga: PPKM Level 4 Dilonggarkan, Waktu Makan di Warung Makan 20 Menit ""Warung makan, pedagang kaki lima, lapak jajanan, dan sejenisnya yang memiliki tempat usaha di ruang terbuka diizinkan buka dengan protokol kesehatan yang ketat sampai pukul 20.00 WIB dan maksimum waktu makan untuk setiap pengunjung 20 menit,"" ujar Jokowi. Jokowi menegaskan hal-hal teknis lainnya terkait relaksasi PPKM level 4 akan dijelaskan oleh menteri koordinator dan menteri terkait. Jokowi menyatakan pemerintah meningkatkan pemberian bantuan sosial untuk masyarakat karena dampak pandemi COVID ini menyasar sektor ekonomi juga. (gbr/knv) ppkm level 4 jokowi relaksasi ppkm level 4 ppkm ppkm darurat ppkm level 4 dilonggarkan ppkm level 4 direlaksasi",Jakarta,https://news.detik.com/berita/d-5656365/lengkap-ini-daftar-usaha-kecil-yang-kena-penyesuaian-ppkm-level-4
401,"Minggu, 25 Jul 2021 19:33 WIB",Tim detikcom - detikNews,"PPKM Level 4 Dilanjutkan, Jokowi Minta Vitamin-Suplemen Dibagikan Maksimal","Jakarta - Presiden Joko Widodo (Jokowi) memutuskan memperpanjang PPKM level 4 dengan pelonggaran untuk usaha kecil. Jokowi juga memerintahkan para menteri terkait untuk membagikan vitamin dan suplemen ke masyarakat secara maksimal. ""Secara khusus saya minta kepada para menteri terkait juga segera melakukan langkah-langkah maksimal untuk membagikan vitamin, suplemen, kepada masyarakat,"" kata Jokowi dalam konferensi virtual yang ditayangkan di akun YouTube Sekretariat Presiden, Minggu (25/7/2021). Baca juga: Jokowi Lanjutkan PPKM Level 4, Ada Pelonggaran untuk Usaha Kecil Tak hanya soal vitamin dan suplemen, Jokowi juga meminta agar dukungan obat-obatan hingga pengobatan di rumah sakit diberikan secara maksimal. ""Memberikan dukungan obat-obatan dan konsultasi dokter terhadap isolasi mandiri serta dukungan pengobatan di rumah sakit,"" terang Jokowi. Jokowi juga meminta agar angka kematian pasien Corona di Tanah Air ditekan. Seperti diketahui, angka kematian Corona harian di Indonesia merangkak naik dalam beberapa hari terakhir. ""Angka kematian harus ditekan semaksimal mungkin, dan untuk daerah-daerah yang memiliki angka kematian yang tinggi, peningkatan kapasitas rumah sakit, isolasi terpusat, dan juga ketersediaan oksigen perlu ditingkatkan segera,"" sebut Jokowi. Baca juga: PPKM Level 4 Dilonggarkan, Waktu Makan di Warung Makan 20 Menit Diberitakan sebelumnya, nasib PPKM level 4 yang berakhir malam ini, 25 Juli, menemui kejelasan. Presiden Jokowi memutuskan memperpanjang PPKM level 4 dengan pelonggaran usaha kecil. ""Dengan mempertimbangkan aspek kesehatan, aspek ekonomi, dan dinamika sosial, saya memutuskan melanjutkan menerapkan PPKM level 4 dari 26 Juli sampai 2 Agustus, namun kita akan melakukan beberapa penyesuaian terkait aktivitas dan mobilitas yang dilakukan secara bertahap dengan pelaksanaan yang ekstra hati-hati,"" ucap Jokowi dalam konferensi pers. (zak/knv) ppkm level 4 ppkm jokowi vitamin suplemen covid-19 corona",Jakarta,https://news.detik.com/berita/d-5656363/ppkm-level-4-dilanjutkan-jokowi-minta-vitamin-suplemen-dibagikan-maksimal
402,"Minggu, 25 Jul 2021 19:25 WIB",Anisa Indraini - detikFinance,"Jokowi Izinkan Makan di Tempat, Maksimal 20 Menit","Jakarta - Presiden Joko Widodo (Jokowi) memutuskan melanjutkan PPKM level 4 sampai 2 Agustus 2021. Meski begitu, ada pelonggaran aktivitas untuk usaha kecil. Jokowi mengatakan warung makan dan sejenisnya yang berada di ruang terbuka diizinkan untuk melayani makan ditempat. Dengan catatan menerapkan protokol kesehatan dan maksimal pengunjung makan selama 20 menit. ""Warung makan, pedagang kaki lima, lapak jajanan dan sejenisnya yang memiliki tempat usaha di ruang terbuka diizinkan buka dengan protokol kesehatan yang ketat sampai pukul 20.00 dan maksimum waktu makan untuk setiap pengunjung 20 menit,"" katanya dalam konferensi pers virtual, Minggu (25/7/2021). Baca juga: PPKM Level 4 Dilonggarkan, Waktu Makan di Warung Makan 20 Menit ""Hal-hal teknis lainnya akan dijelaskan oleh menko dan menteri terkait,"" tambahnya. Untuk mengurangi beban masyarakat akan pandemi COVID-19 ini, pemerintah disebut akan meningkatkan pemberian bantuan sosial (bansos) untuk masyarakat dan bantuan untuk usaha mikro kecil dan menengah (UMKM). ""Penjelasan secara rinci akan dilakukan oleh menko atau menteri terkait,"" tuturnya lagi. Baca juga: Hari Terakhir PPKM Darurat, BOR di Jabar Turun ke 68,2% (aid/dna) ppkm ppkm darurat ppkm level 4",Jakarta,https://finance.detik.com/berita-ekonomi-bisnis/d-5656359/jokowi-izinkan-makan-di-tempat-maksimal-20-menit
403,"Minggu, 25 Jul 2021 19:22 WIB",Tim detikcom - detikNews,"PPKM Level 4 Disesuaikan, Waktu Makan di Warung Makan 20 Menit","Jakarta - Presiden Joko Widodo (Jokowi) mengumumkan PPKM level 4 diperpanjang hingga 2 Agustus 2021. Warung makan diperbolehkan buka dengan waktu makan untuk setiap pengunjung selama 20 menit. ""Warung makan, pedagang kaki lima, lapak jajanan, dan sejenisnya yang memiliki tempat usaha di ruang terbuka diizinkan buka dengan protokol kesehatan yang ketat sampai pukul 20.00 WIB,"" kata Jokowi dalam paparan media secara online , Minggu (25/7/2021). ""Dan waktu maksimum makan untuk setiap pengunjung 20 menit,"" lanjut Jokowi. Baca juga: Jokowi: Saat Ini Sudah Terjadi Tren Perbaikan Pengendalian COVID-19 Terkait teknisnya akan dijelaskan oleh menteri koordinator dan menteri terkait. ""Hal-hal teknis selanjutnya akan dijelaskan oleh menko dan menteri terkait,"" ujarnya. Selain itu, PPKM level 4 akan diberlakukan merata di seluruh wilayah di Indonesia, tidak hanya di Jawa-Bali. ""Pertimbangan aspek kesehatan harus dihitung cermat dan pada saat yang sama aspek sosial ekonomi masyarakat, khususnya pemenuhan kebutuhan hidup harus diprioritaskan, dengan mempertimbangkan aspek kesehatan aspek ekonomi dan dinamika sosial. Saya memutuskan melanjutkan penerapan PPKM level 4 dari 26 Juli sampai 2 Agustus,"" ujar Jokowi. (rdp/gbr) ppkm level 4 diperpanjang ppkm level 4 jokowi warung makan",Jakarta,https://news.detik.com/berita/d-5656356/ppkm-level-4-disesuaikan-waktu-makan-di-warung-makan-20-menit
404,"Minggu, 25 Jul 2021 19:20 WIB",Yudha Maulana - detikNews,"Lima Hari PPKM Level 3-4, BOR di Jabar Turun ke 68,2%","Bandung - Rasio keterisian tempat tidur (BOR) untuk pasien COVID-19 di Jawa Barat menurun jelang berakhirnya masa Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat 25 Juli. Laman Pusat Informasi dan Koordinasi COVID-19 Jawa Barat (Pikobar) mencatat pada Minggu (25/7/2021), tempat tidur (TT) di Jabar terisi 68,2 % dari 19.610 tempat tidur (TT) yang tersedia. Dibandingkan dengan data pada 16 Juli 2021 lalu, BOR di Jabar masih berada di angka 81.94%. Artinya ada penurunan angka BOR yang cukup signifikan yakni 13,74 persen. Hal itu berkaitan juga dengan bertambahnya jumlah TT dan rumah sakit rujukan COVID-19. Dilihat dari kategori zona rawat, saat ini TT yang tersedia di kategori hijau (tanpa gejala - gejala ringan) berjumlah 11.607. Hanya terisi 63,9%. Sedangkan untuk zona kuning (gejala ringan-sedang) tersedia 6.472 TT. Baca juga: Jokowi: PPKM Level 4 Diperpanjang Sampai 2 Agustus Meski demikian rasio di zona rawat merah (gejala sedang - berat) masih tinggi yakni 90,24 persen. Jumlah TT yang tersedia pun hanya berjumlah 584. Ketersediaan ruang intensif (ICU) di Jabar sebanyak 947 TT. Baik TT zona rawat merah dan ICU mengalami kenaikan walau berada di bawah 0,5%. Rata-rata BOR rumah sakit di Jabar telah berada di bawah angka 80 persen. Hanya Kota Tasikmalaya dan Ciamis yang angka BOR-nya masing-masing berada di angka 91,89% dan 82,07%. BOR paling sedikit dicatat oleh Kabupaten Garut dengan 39,95%. Sebelumnya, BOR di Jabar mencapai puncaknya pad 28 Juni 2021 lalu, tepatnya sebelum PPKM Darurat diterapkan. Ketika itu BOR di Jabar mencapai angka 91,6%. (yum/mud) bandung ppkm level 3-4 di jabar bor birojabar",Bandung,https://news.detik.com/berita-jawa-barat/d-5656348/lima-hari-ppkm-level-3-4-bor-di-jabar-turun-ke-682
405,"Minggu, 25 Jul 2021 19:19 WIB",Herdi Alif Al Hikam - detikFinance,"Jokowi Lanjutkan PPKM Level 4, Ini Sektor yang Dilonggarkan","Jakarta - Presiden Joko Widodo (Jokowi) memutuskan untuk memperpanjang PPKM Level 4 hingga 2 Agustus 2021. Namun, pemerintah akan melakukan penyesuaian terkait aktivitas dan mobilitas masyarakat yang dilakukan bertahap dengan pelaksanaan yang sangat hati-hati. ""Pasar rakyat dibolehkan buka seperti biasa dengan prokes ketat, pasar rakyat yang jual selain kebutuhan sehari-hari bisa dibuka kapasitas maskimum 50% sampai pukul 15.00,"" kata Jokowi dalam keterangan pers, Minggu (25/7/2021). Lebih lanjut Jokowi menjelaskan bahwa pengaturan lebih lanjut akan diatur oleh pemerintah daerah (pemda). ""Pedagang kaki lima, toko kelontong, agen atau outlet voucher, pangkas rambut, pedagang asongan, bengkel kecil dan usaha kecil lain diizinkan buka dengan prokes ketat dan dibuka sampai pukul 21.00, pengaturan teknisnya diatur oleh pemerintah daerah,"" tambahnya. Baca juga: Jokowi: PPKM Level 4 Diperpanjang Sampai 2 Agustus Lebih lanjut, warung makan, PKL jajanan dan usaha sejenisnya yang memiliki tempat usaha di ruang terbuka juga diizinkan buka dengan prokes ketat sampai pukul 20.00. ""Maksimum waktu makan tiap pengunjung 20 menit. Hal hal teknis akan dijelaskan Menko dan Menteri terkait,"" sambungnya. ""Untuk mengurangi beban masyarakat kami tingkatkan pemberian bansos di tengah masyarakat dan bantuan untuk usaha mikro, kecil. Penjelasan terperinci akan dilakukan oleh Menko dan Menteri terkait,"" tambah Jokowi. Presiden Jokowi mengumumkan PPKM level 4 akan diperpanjang hingga tanggal 2 Agustus akan diberlakukan merata di seluruh wilayah di Indonesia, tidak hanya di Jawa-Bali. ""Pertimbangan aspek kesehatan harus dihitung cermat dan pada saat yang sama aspek sosial ekonomi masyarakat khususnya pemenuhan kebutuhan hidup harus diprioritaskan, dengan mempertimbangkan aspek kesehatan aspek ekonomi dan dinamika sosial. Saya memutuskan melanjutkan penerapan ppkm level 4 dari 26 Juli sampai 2 agustus,"" kata Jokowi dalam paparan media secara online, Minggu (25/7/2021). Baca juga: Jokowi Lanjutkan PPKM Level 4, Ada Pelonggaran untuk Usaha Kecil (toy/zlf) ppkm darurat ppkm ppkm level 4",Jakarta,https://finance.detik.com/berita-ekonomi-bisnis/d-5656347/jokowi-lanjutkan-ppkm-level-4-ini-sektor-yang-dilonggarkan
406,"Minggu, 25 Jul 2021 19:19 WIB",Tim detikcom - detikNews,Jokowi: Saat Ini Sudah Terjadi Tren Perbaikan Pengendalian COVID-19,"Jakarta - Presiden Joko Widodo (Jokowi) mengatakan tren pengendalian COVID-19 sudah mulai membaik sejak penerapan PPKM . Positivity rate COVID-19 mulai memperlihatkan penurunan. ""Kita tahu saat ini sudah terjadi tren perbaikan dalam pengendalian pandemi COVID-19, lanjut penambahan kasus, BOR dan positivity rate mulai menunjukkan tren penurunan seperti yang terjadi di beberapa provinsi di Jawa, namun demikian kita harus tetap berhati-hati dalam menghadapi tren perbaikan ini, tetap harus selalu waspada menghadapi varian Delta yang sangat menular,"" kata Jokowi dalam pernyataan pers, Minggu (5/7/2021). Baca juga: Jokowi Lanjutkan PPKM Level 4, Ada Pelonggaran untuk Usaha Kecil Jokowi mengatakan aspek kesehatan harus dipertimbangkan secara matang. Selain itu, Jokowi meminta aspek ekonomi masyarakat tak dilupakan. ""Pertimbangan aspek kesehatan harus dihitung secara cermat dan pada saat yang sama aspek sosial ekonomi masyarakat, khususnya pemenuhan kebutuhan hidup sehari-hari juga harus diprioritaskan,"" ujar Jokowi. Atas pertimbangan itu, Jokowi memutuskan melanjutkan penerapan PPKM level 4. Namun ada sejumlah sektor yang mengalami pelonggaran. ""Saya memutuskan melanjutkan penerapan PPKM level 4 dari tanggal 26 Juli sampai dengan 2 Agustus 2021 namun kita akan melakukan beberapa penyesuaian terkait aktivitas dan mobilitas masyarakat yang dilakukan secara bertahap dengan pelaksanaan yang ekstrahati-hati,"" ujar Jokowi. Simak video 'Permintaan Kadin ke Pemerintah Jika PPKM Diperpanjang Lagi': [Gambas:Video 20detik] (knv/gbr) ppkm relaksasi relaksasi ppkm pelonggaran ppkm jokowi ppkm diperpanjang",Jakarta,https://news.detik.com/berita/d-5656345/jokowi-saat-ini-sudah-terjadi-tren-perbaikan-pengendalian-covid-19
407,"Minggu, 25 Jul 2021 19:18 WIB",Karin Nur Secha - detikNews,"Abaikan PPKM, 70 Pemotor Hendak Balap Liar di Sudirman Jakpus Ditilang","Jakarta - Puluhan pemotor hendak melakukan balap liar di Jalan Jenderal Sudirman, Jakarta Pusat, dengan cara menggeser barikade polisi. Mereka diketahui hendak melakukan balap liar sekira pukul 02.00 WIB dini hari. ""Iya (barier) kan bisa digeser. Tapi kita halau mereka,"" ujar Kasat Patwal Ditlantas PMJ Kompol Jhony Eka Putra saat dimintai konfirmasi, Minggu (25/7/2021). Balap liar tersebut terjadi dari Semanggi arah Senayan dengan melawan arus. Kemudian, polisi mengepung di depan Ratu Plaza, seberang simpang Gedung Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Kemenpan RB). ""Itu sekitar pukul 02.00 WIB dia itu berkerumun. Ada satu motor itu bonceng 3, nggak pake helm. Kemudian dia balap-balapan juga,"" kata Jhony. Baca juga: 2 Pemotor Viral Adu Cepat dengan Ambulans di Klaten Ternyata Pelajar Kemudian, dari puluhan warga tersebut polisi berhasil menilang 70 kendaraan. Ada sekitar 5 kendaraan yang tidak ada surat-surat kelengkapan. ""Itu kita tilangin semua, ada sekitar 70 kita tilang. Yang kita amankan kendaraan, ada sekitar 5 kendaraan tak ada surat-surat, (warna kendaraan di STNK) nggak sesuai dengan warna (saat ditilang),"" jelas Jhony. Jhony menyebut baru kali ini melihat balap liar di Jalan Jenderal Sudirman. Dia memastikan pihaknya akan terus melakukan patroli. ""Kalau kita lihat baru kali ini dia kan pindah-pindah. Jadi kita selalu patroli kalau misalkan ada temuan di mana mereka berkumpul kita amankan kita tertibkan, kan nggak boleh kerumunan,"" tutupnya. Simak juga 'Balap Liar Mobil di Senayan Saat Masa PPKM Darurat Ditindak!': [Gambas:Video 20detik] (zak/zak) balap liar jalan sudirman ppkm dki jakarta covid-19 corona",Jakarta,https://news.detik.com/berita/d-5656344/abaikan-ppkm-70-pemotor-hendak-balap-liar-di-sudirman-jakpus-ditilang
408,"Minggu, 25 Jul 2021 19:06 WIB",Trio Hamdani - detikFinance,Jokowi: PPKM Level 4 Diperpanjang Sampai 2 Agustus,"Jakarta - Presiden Joko Widodo (Jokowi) mengumumkan Pemberlakuan Pembatsan Kegiatan Masyarakat ( PPKM ) level 4 akan diperpanjang hingga tanggal 2 Agustus 2021 mendatang. PPKM level 4 ini akan diberlakukan merata di seluruh wilayah di Indonesia, tidak hanya di Jawa-Bali. ""Peritmbangan aspek kesehatan harus dihitung cermat dan pada saat yang sama aspek sosial ekonomi masyarakat khususnya pemenuhan kebutuhan hidup harus diprioritaskan, dengan mempertimbangkan aspek kesehatan aspek ekonomi dan dinamika sosial. Saya memutuskan melanjutkan penerapan PPKM level 4 dari 26 Juli sampai 2 Agustus,"" kata Jokowi dalam paparan media secara online, Minggu (25/7/2021). Baca juga: Jokowi Lanjutkan PPKM Level 4, Ada Pelonggaran untuk Usaha Kecil Langkah ini, kata Jokowi, sudah mempertimbangkan berbagai aspek. ""Kita tahu saat ini sudah ada tren perbaikan pengendalian pandmei COVID-19. Laju penambahan kasus, BOR, dan positivity rate mulai menunjukkan tren penurunan di provinsi di Jawa. Namun demikian mesti berhati hati sikapi tren perbaikan tetap waspada menghadapi varian Delta yang menular,"" tutur dia. (dna/dna) ppkm ppkm level 4 ppkm level 3-4",Jakarta,https://finance.detik.com/berita-ekonomi-bisnis/d-5656332/jokowi-ppkm-level-4-diperpanjang-sampai-2-agustus
